1;1395
2;1419
3;1422
5;1428
8;1434
13;1440
21;1448
34;1454
55;1463
89;1473
144;1483
233;1497
377;1513
610;1548
987;1663
1597;1787
2584;1909
4181;2151
6765;2450
10946;3074
17711;3970
28657;5156
46368;7089
75025;10151
121393;15090
196418;23224
317811;36045
514229;61682
832040;96202
1346269;143584
2178309;246972
3524578;390644
5702887;602067
9227465;1034367
14930352;1745459
24157817;2880102
39088169;5117003
63245986;8343934
