1;0
2;0
3;0
5;0
8;0
13;0
21;0
34;0
55;0
89;0
144;0
233;0
377;0
610;0
987;0
1597;0
2584;0
4181;0
6765;0
10946;0
17711;0
28657;0
46368;0
75025;1
121393;2
196418;2
317811;4
514229;6
832040;11
1346269;15
2178309;25
3524578;37
5702887;61
9227465;89
14930352;131
24157817;216
39088169;328
63245986;517
5;4260;
500;4294;
500000;18986;
