1;1351
2;1357
3;1366
5;1374
8;1381
13;1388
21;1397
34;1404
55;1409
89;1421
144;1428
233;1437
377;1445
610;1455
987;1466
1597;1478
2584;1495
4181;1513
6765;1545
10946;1589
17711;1656
28657;1763
46368;1935
75025;2205
121393;2638
196418;3403
317811;4560
514229;6402
832040;8907
1346269;18234
2178309;28917
3524578;54534
5702887;96228
9227465;152678
14930352;221701
24157817;338486
39088169;523733
63245986;881058
